Date,AHT,ALT,ARH,WS,RAINFALL
28-1-1974,29.5,24,90.25,4.63,0
29-1-1974,31.7,21.4,84,4.0,20.6
30-1-1974,29.7,23.4,86.5,2.9,0
31-1-1974,28.8,23.3,96,3.57,14
1-1-1975,28.3,22.2,87.25,5.33,59.1
2-1-1975,29.4,22.7,92.25,6.67,5.5
3-1-1975,27.8,22.4,92.75,1.7,29.6
4-1-1975,27.9,22.8,95,1.0,8.6
5-1-1975,30.1,21.2,83.25,2.57,33.4
6-1-1975,31.3,23,84.5,5.9,0
7-1-1975,29.5,23.2,86.5,6.67,0
8-1-1975,31.6,22.6,86.25,6.03,5.8
9-1-1975,30.1,24,89,2.0,0
10-1-1975,31.5,24.8,79,3.63,3.6
11-1-1975,32.2,23.5,80.25,3.67,0
12-1-1975,33,23.5,76.75,4.07,0
13-1-1975,33.3,23.8,73.25,6.2,0
14-1-1975,31.7,24.8,79.5,5.47,0
15-1-1975,29.8,21.9,86.75,4.75,0
16-1-1975,31.4,22.9,88.5,1.27,13.6
17-1-1975,29.8,22.8,91,2.9,22.6
18-1-1975,27.5,22.2,92.75,4.47,20
19-1-1975,27.7,22.9,88,4.77,26.7
20-1-1975,30.7,22,87.75,2.9,12
21-1-1975,28.5,23,89.25,5.33,1.6
22-1-1975,30.8,23.4,85.25,1.77,2
23-1-1975,32.1,23.9,75,3.33,0.3
24-1-1975,31.7,24.1,83,5.37,0
25-1-1975,32.2,24.8,85.25,6.67,0.3
26-1-1975,27.9,22.8,90.5,5.23,4.9
27-1-1975,30.9,21.8,86.25,3.9,7.4
28-1-1975,29.6,22.7,91.25,3.33,1.8
29-1-1975,32.7,22,84.75,3.9,15.2
30-1-1975,28,23.7,96.5,4.33,2
31-1-1975,28.9,22.7,89.5,0.0,53.5
1-1-1976,28.4,23.4,88.75,2.0,0
2-1-1976,29.1,23.3,87.25,3.9,7.4
3-1-1976,26.5,22.4,89.5,3.67,17.2
4-1-1976,26.8,22.4,91.75,2.33,9.1
5-1-1976,26.8,21.9,93,4.0,12.7
6-1-1976,30.9,21.4,86,2.17,20
7-1-1976,29.8,22.2,83.5,2.6,0
8-1-1976,30,22.1,91.25,3.23,3.5
9-1-1976,25.5,22.4,92.75,5.77,34.8
10-1-1976,29.2,21.2,87,6.0,2.8
11-1-1976,30.2,22.9,85,1.77,0
12-1-1976,30.2,21.2,81.5,2.57,5.8
13-1-1976,33.3,22.3,77.75,2.33,0.8
14-1-1976,29.4,22.7,95,1.4,0.1
15-1-1976,28.9,22,85.25,3.33,18.4
16-1-1976,30.8,22.6,78,7.03,0
17-1-1976,31,24.1,82,2.87,2.8
18-1-1976,27.5,23,93.5,2.77,6.2
19-1-1976,27.7,22,89.75,3.4,2.5
20-1-1976,31.5,23,86,5.8,26.6
21-1-1976,30.3,23.4,94.25,4.0,6.2
22-1-1976,28.4,23.3,87,2.77,15.9
23-1-1976,30.7,23.4,83.25,5.0,0
24-1-1976,31.3,23.6,86.75,4.33,0.3
25-1-1976,32,22.4,83,4.67,0.7
26-1-1976,28,23.4,91.25,3.57,0.5
27-1-1976,32.3,23.7,87.5,0.33,0
28-1-1976,26.6,23.3,95.5,5.0,34.6
29-1-1976,28.2,21.9,84.5,2.1,4.6
30-1-1976,28.6,22.9,86.75,2.53,0.8
31-1-1976,29.2,21.7,91.25,2.27,60
1-1-1977,28.8,22.6,90,8.33,2.4
2-1-1977,31.1,22.7,82,7.23,0
3-1-1977,31.7,23.4,79.5,5.9,12
4-1-1977,31,23.1,77.75,5.33,0
5-1-1977,31.1,24.4,87.75,3.1,0.1
6-1-1977,30.6,24,87.5,3.67,25
7-1-1977,30.7,24.3,83,3.73,8
8-1-1977,29.1,24.1,84,11.43,2.8
9-1-1977,31,23.1,80.5,5.33,0.2
10-1-1977,30,23.4,86,1.0,11.2
11-1-1977,29.7,24.4,91.75,4.4,4.3
12-1-1977,30.9,23.4,84.5,3.67,0.6
13-1-1977,29.5,23.4,86.75,6.5,23.7
14-1-1977,29.9,23.4,86.75,1.0,0.8
15-1-1977,28.4,23.4,92,3.33,0.8
16-1-1977,30.8,23,87,5.43,27.2
17-1-1977,31.4,24.4,84.75,5.93,1.1
18-1-1977,31,24.5,86.5,4.17,1.7
19-1-1977,32.3,24.4,85,3.67,6.8
20-1-1977,32.5,24.1,76.5,4.23,12
21-1-1977,31.2,24.5,76.5,6.2,0
22-1-1977,33.4,23.6,71.75,4.4,0
23-1-1977,33,25.3,69.75,3.0,0
24-1-1977,33.6,26.1,74.5,7.0,0
25-1-1977,32.3,24.6,93.5,2.77,0
26-1-1977,33.5,24.3,75.5,2.93,27
27-1-1977,33.2,22.9,80.25,1.73,8.4
28-1-1977,29.9,22.2,85.5,2.2,9.8
29-1-1977,31,23.2,90,2.1,2.6
30-1-1977,32.5,22.6,80.5,3.43,8.2
31-1-1977,31,24.4,83.25,1.53,0
1-1-1978,30.3,24.4,77,2.27,0
2-1-1978,29,22.9,88.75,1.67,0
3-1-1978,30,23.8,88.25,1.2,0
4-1-1978,30.2,22.4,87.5,0.83,40
5-1-1978,29.5,22.7,89.5,2.0,5.2
6-1-1978,28.6,21.7,90,0.0,0.8
7-1-1978,29.5,23,91,0.37,31.5
8-1-1978,28.7,23,95.75,0.53,1.1
9-1-1978,26,22.5,93,1.07,13.4
10-1-1978,29.8,21.8,90,1.07,14.5
11-1-1978,32.5,22.1,85.75,0.77,26.6
12-1-1978,31.5,22.6,86.5,2.13,11
13-1-1978,31.8,23,83.5,1.77,4.2
14-1-1978,32.8,23.7,73.25,2.47,0
15-1-1978,33.6,23.4,83.5,1.23,0
16-1-1978,30.2,22,91.75,1.07,0.2
17-1-1978,30.4,21.3,85.5,1.83,28.2
18-1-1978,31,23.4,82,2.17,0
19-1-1978,30.8,23.9,83,0.5,0
20-1-1978,30,22,83.5,1.87,46.1
21-1-1978,31.8,21.8,81.75,2.37,1
22-1-1978,30.1,21.9,85.5,1.87,10.4
23-1-1978,31.6,22.4,80.5,1.27,5.6
24-1-1978,31.4,23,89.75,0.83,1
25-1-1978,26.2,21.8,95.75,0.53,14
26-1-1978,29.4,21.6,89,0.7,17.3
27-1-1978,31.7,22.4,86.75,1.6,1
28-1-1978,32.5,23.3,83.5,1.43,1
29-1-1978,30.2,22.6,85,2.3,6.7
30-1-1978,31.7,22.7,79,1.0,0.6
31-1-1978,28.7,22,90.25,2.73,14
1-1-1979,31.8,23.1,83.75,1.07,0
2-1-1979,33.6,22.7,77.75,2.5,0
3-1-1979,30,23.1,88.5,1.37,0
4-1-1979,,,,1.07,
5-1-1979,30.6,22.9,91.5,1.03,20.4
6-1-1979,30.9,22.9,,1.95,20.8
7-1-1979,30.8,22.3,100,2.5,20.4
8-1-1979,30.7,22.7,95.75,1.53,5
9-1-1979,24.8,22.4,,2.9,2.8
10-1-1979,32,22.7,81.5,1.67,1.8
11-1-1979,,,,1.9,
12-1-1979,,,,2.23,
13-1-1979,32.8,22.3,79.5,1.8,19.4
14-1-1979,32.5,23.5,73.75,3.2,0
15-1-1979,34,22.7,70.25,1.83,0.1
16-1-1979,33.1,22.3,72,1.8,0
17-1-1979,32.9,23.2,68.5,1.63,0
18-1-1979,,,,2.13,
19-1-1979,30.7,22.4,83,1.6,0
20-1-1979,31.8,22.6,79.75,2.27,45
21-1-1979,31.2,23.1,90.75,1.37,5.5
22-1-1979,32,23.1,83,1.83,9.5
23-1-1979,31.9,22.3,91,2.13,0
24-1-1979,29.8,21.5,83.25,2.27,30.9
25-1-1979,31.7,23.1,85.5,3.2,3.2
26-1-1979,30.6,23.1,85.25,0.33,0.2
27-1-1979,26.9,22.4,93.5,2.13,5.3
28-1-1979,26.2,21.7,97.25,1.03,10
29-1-1979,26.2,21.7,97.25,0.03,47.8
30-1-1979,29.7,21.7,91.75,0.53,43
31-1-1979,27.7,22.5,93.5,1.2,20.9
1-1-1980,31.4,24.1,87.75,1.2,13.2
2-1-1980,28.4,22.4,94.75,1.33,0
3-1-1980,32.2,22.1,90.25,1.77,10.8
4-1-1980,31.6,22.3,87,1.43,1.2
5-1-1980,27.4,22.1,93.75,1.33,2.7
6-1-1980,,,,0.83,
7-1-1980,29.2,22.4,90.25,2.87,15
8-1-1980,,,,1.53,
9-1-1980,,,,1.1,
10-1-1980,,,,1.77,
11-1-1980,,,,1.1,
12-1-1980,,,,1.23,
13-1-1980,31.2,23.6,86.25,2.6,0
14-1-1980,31.6,23.1,86.75,2.27,10.8
15-1-1980,31.7,23.7,83.75,1.63,2.8
16-1-1980,27.6,22.7,92.75,2.33,3.5
17-1-1980,32.6,22.1,85.25,1.1,0.6
18-1-1980,,,,2.2,
19-1-1980,28.2,22.9,96.75,1.3,2.5
20-1-1980,31.2,23.3,87.5,1.87,20.7
21-1-1980,,,,1.1,
22-1-1980,,,,1.1,
23-1-1980,29.3,22.1,87.5,5.13,1.6
24-1-1980,,,,1.93,
25-1-1980,32.6,23.4,80,2.43,0
26-1-1980,32.2,23.1,86.5,1.6,1.6
27-1-1980,,,,1.33,
28-1-1980,31.5,23.6,82,2.97,3.8
29-1-1980,,,,3.03,
30-1-1980,30.8,23.1,83,1.87,1.7
31-1-1980,33.1,23.9,80.75,0.93,0
1-1-1981,31,23.1,80.75,3.33,0
2-1-1981,31.7,23.7,78.5,3.63,0
3-1-1981,30.6,22.6,85.75,0.0,0.2
4-1-1981,31.2,22.7,86.25,3.4,7
5-1-1981,30.8,23.3,92.25,0.83,0.1
6-1-1981,28.7,22.5,93,0.53,8
7-1-1981,31.2,22.9,88,1.0,3.4
8-1-1981,28.5,22.7,91.25,0.97,13
9-1-1981,29.8,22.6,91.5,1.2,2.4
10-1-1981,31.4,22.7,90,0.97,0
11-1-1981,28,22.7,92.25,1.1,31.6
12-1-1981,29.6,22.6,96.25,1.37,2.8
13-1-1981,29.4,22.4,93,0.97,14
14-1-1981,31,22.6,82.75,1.53,1.4
15-1-1981,27,22.5,95.5,1.83,15
16-1-1981,31.2,22.1,87.5,2.63,5.5
17-1-1981,30.8,22.1,88.75,1.73,0
18-1-1981,28.6,22.1,93,2.2,0
19-1-1981,28.7,21.1,87,3.37,8
20-1-1981,28.2,22.4,87,3.17,1
21-1-1981,,,,3.17,
22-1-1981,29.7,22.5,91.5,1.53,0
23-1-1981,25.3,22.5,95,1.07,32
24-1-1981,29.6,22.5,86.75,1.63,1.7
25-1-1981,31,21.1,80.25,2.47,0
26-1-1981,32.4,22.1,81.5,0.0,0
27-1-1981,32.8,22.1,77.5,2.43,3.2
28-1-1981,32.6,24.3,79,2.73,0
29-1-1981,29.5,22.7,91.5,2.93,1.6
30-1-1981,25.8,22.5,92.5,1.33,0.6
31-1-1981,32.4,22.4,86.75,1.7,10
1-1-1982,,,,1.5,
2-1-1982,30.2,24.3,85.25,2.63,0.8
3-1-1982,28.8,23.6,90.25,3.4,0
4-1-1982,32.2,22.4,89.5,1.73,0.1
5-1-1982,29.6,22.3,85.5,1.77,6.6
6-1-1982,,,,2.2,
7-1-1982,31.4,23.3,88,2.2,21.9
8-1-1982,31.8,23.2,90.5,0.87,9.5
9-1-1982,25.6,21.9,,2.77,39
10-1-1982,30.8,21.8,88.5,1.1,39.4
11-1-1982,,,,2.57,
12-1-1982,,,,3.03,
13-1-1982,32.8,23.3,85.75,2.1,37.4
14-1-1982,,,,0.53,
15-1-1982,33.5,24.2,78.25,0.53,1.8
16-1-1982,32.5,24.1,84,2.1,0
17-1-1982,,,,1.07,
18-1-1982,25.6,22.6,95,1.0,38.8
19-1-1982,,,,1.53,
20-1-1982,30.4,23.2,91.5,0.7,42.8
21-1-1982,31.4,23.1,93.25,2.9,0
22-1-1982,27.9,23.4,89.75,1.77,3.2
23-1-1982,26.8,22.4,96,2.93,15.4
24-1-1982,27.5,22.2,87.5,2.53,19
25-1-1982,29.5,22.3,89.25,0.87,0
26-1-1982,27.6,23.3,93.5,1.43,1.5
27-1-1982,32,23.3,90.75,0.43,4
28-1-1982,,,,1.43,
29-1-1982,,,,2.43,
30-1-1982,30.6,23.7,86,1.63,4.3
31-1-1982,29.7,23.3,92.25,1.1,13.6
1-1-1983,31.9,24.1,,2.37,0.1
2-1-1983,32.2,24.7,,1.5,0
3-1-1983,33.2,24.9,,0.83,1.8
4-1-1983,32.8,25.1,,1.53,4.4
5-1-1983,33.8,24.9,,2.8,0
6-1-1983,30.7,23.1,,0.83,0
7-1-1983,33.2,23.7,,0.83,0
8-1-1983,33.2,24.3,,1.8,0
9-1-1983,34.5,24.2,,1.53,0
10-1-1983,33.8,24.1,,1.5,0
11-1-1983,33.1,25.1,,1.83,0
12-1-1983,33,23.9,,2.2,0
13-1-1983,34.3,24.5,,2.37,0
14-1-1983,34.8,24.3,,1.97,0
15-1-1983,34.8,24.5,,1.67,0
16-1-1983,34.8,24.5,,2.37,0
17-1-1983,34.1,25.3,,1.97,0
18-1-1983,34.2,26.1,,0.77,0
19-1-1983,32.5,24.7,,0.77,13
20-1-1983,33.3,25.3,,0.77,0
21-1-1983,33.3,25.3,,1.13,1.4
22-1-1983,33.4,25.9,,1.73,0
23-1-1983,33.9,25.3,,0.77,0.8
24-1-1983,33.4,25.9,,1.77,0
25-1-1983,33.3,25.3,,1.1,0
26-1-1983,33.5,26.3,,1.37,1.8
27-1-1983,34.2,25.3,,2.1,0
28-1-1983,35.4,23.5,,1.2,0
29-1-1983,34.9,25.7,,1.77,2
30-1-1983,35.3,24.9,,2.87,0
31-1-1983,28.7,23.5,,1.33,7.3
1-1-1984,24.6,23.3,,0.1,13
2-1-1984,30.3,22.1,,0.0,77.2
3-1-1984,30,21.3,,0.1,0
4-1-1984,31.5,23.3,,0.53,0
5-1-1984,27.2,23.3,,1.53,0.8
6-1-1984,26.9,22.2,,3.5,22.5
7-1-1984,29,21.9,,0.67,0.6
8-1-1984,31.2,22.1,,1.4,2.2
9-1-1984,29.2,22.7,,1.17,12.4
10-1-1984,26.2,22.4,,0.43,30.6
11-1-1984,31,22.3,,1.53,0
12-1-1984,30.6,23.1,,2.17,13
13-1-1984,32.2,22.7,,1.5,3
14-1-1984,28.8,22.9,,1.2,5
15-1-1984,32,22.3,,0.0,28.8
16-1-1984,31.5,22.3,,2.13,0
17-1-1984,29.1,22.7,,1.33,0
18-1-1984,28.6,23.2,,1.47,0
19-1-1984,26.3,22,,0.0,3.4
20-1-1984,29.4,23.1,,1.0,13.4
21-1-1984,31.3,22,,1.37,1.8
22-1-1984,32.1,22.5,,1.37,0
23-1-1984,30.3,22.7,,0.6,9.4
24-1-1984,31.1,22.3,,1.7,4
25-1-1984,30.5,21.8,,1.37,0
26-1-1984,32.4,23.3,,0.63,0.5
27-1-1984,27.7,23.7,,1.63,0
28-1-1984,31.5,22.2,,1.1,7.8
29-1-1984,32.7,23.5,,0.77,0
30-1-1984,29.6,22.5,,1.87,1
31-1-1984,30.7,22.3,,0.7,17.6
1-1-1985,31.2,22.7,,1.1,0
2-1-1985,29.4,23.5,,0.77,8.4
3-1-1985,30.4,23.3,,1.17,22.2
4-1-1985,29.5,24,,1.1,1.3
5-1-1985,33.4,24,,1.1,0
6-1-1985,32.5,23,,1.1,1.2
7-1-1985,32.4,24.1,,2.93,0
8-1-1985,25.4,24.2,,0.0,1.1
9-1-1985,29.3,23.1,,0.43,28.8
10-1-1985,30.8,22.1,,2.03,22.5
11-1-1985,27.6,23.6,,1.07,7
12-1-1985,34.5,23.3,,0.77,0
13-1-1985,29.5,24.1,,1.87,0
14-1-1985,27.5,22.6,,1.53,7.1
15-1-1985,28,22.5,,1.53,28.4
16-1-1985,26.3,23.1,,0.83,49.4
17-1-1985,32.1,22.7,,0.83,2.8
18-1-1985,30.9,23.7,,0.7,1.3
19-1-1985,29.8,23.3,,1.77,15.5
20-1-1985,30,23.1,,0.77,18.2
21-1-1985,26.5,23.3,,1.0,15.2
22-1-1985,27.5,23.3,,1.07,0.1
23-1-1985,29.5,23.3,,2.13,3.7
24-1-1985,32.2,21.9,,1.87,0
25-1-1985,32.8,23.1,,2.1,0
26-1-1985,32.4,22.9,,0.83,0
27-1-1985,33.5,23.3,,0.77,0
28-1-1985,31.4,23.3,,1.77,0
29-1-1985,29.7,22.5,,0.0,19.5
30-1-1985,31.4,22.7,,2.97,16
31-1-1985,33.3,22.7,,1.2,0
1-1-1986,29.5,23.3,88.25,0.77,7.8
2-1-1986,33,22.3,80.5,1.1,7
3-1-1986,29.5,23.7,91.75,2.0,0
4-1-1986,32.2,24,84,1.53,2.3
5-1-1986,28.9,22.6,95.75,0.53,46.4
6-1-1986,28.5,22.9,87,1.63,25.2
7-1-1986,26.4,22.3,93,1.3,29.9
8-1-1986,28.5,22.1,91,0.77,9.3
9-1-1986,28.5,22.6,92.25,0.77,2.6
10-1-1986,30.3,23.6,86.25,1.63,10.5
11-1-1986,31.5,24.2,79.5,1.57,5
12-1-1986,29.1,23.3,84.5,0.77,2
13-1-1986,31.2,23.4,89.75,0.0,0.8
14-1-1986,29.4,23.9,91.25,1.3,0.6
15-1-1986,30.8,22.7,78.25,1.3,32
16-1-1986,32.3,23.3,73.5,1.43,0
17-1-1986,31.7,24,78.5,4.37,0
18-1-1986,30.9,24.1,82.25,2.43,0
19-1-1986,28.2,23.7,86.75,2.17,8.3
20-1-1986,30.7,23.5,85.25,1.53,1.6
21-1-1986,27.7,24.1,88,0.77,1.6
22-1-1986,30.7,22.8,88,1.43,10.5
23-1-1986,31.2,22.1,88.75,1.0,12.6
24-1-1986,29.8,22.2,94,2.47,2
25-1-1986,30.1,22.8,86.25,2.6,16.3
26-1-1986,29,23.3,91.5,0.0,3.2
27-1-1986,30,22.7,89.25,0.0,10.6
28-1-1986,32.5,21.3,83.5,0.77,0.2
29-1-1986,31.4,21.8,90.5,0.0,1.1
30-1-1986,30.6,23.3,87.25,0.77,6.6
31-1-1986,29.7,23.9,89.25,1.5,11.1
1-1-1987,29.2,18.5,,,9.3
2-1-1987,29.5,23.5,,,4.1
3-1-1987,29,23.3,,,4
4-1-1987,29,20.3,,,1
5-1-1987,28,23.5,,,2.8
6-1-1987,32,23.5,,,3.9
7-1-1987,28.6,20.5,,,0
8-1-1987,30.3,21.6,,,1.3
9-1-1987,29.5,22.3,,,1.2
10-1-1987,30.5,22.6,,,0
11-1-1987,32,23.2,,,3.2
12-1-1987,30.2,24.3,,,1.8
13-1-1987,31.3,22.8,,,2.1
14-1-1987,29.2,19,,,1.5
15-1-1987,30.2,23.4,,,40.8
16-1-1987,28.3,20.5,,,14.4
17-1-1987,31.3,23.5,,,0
18-1-1987,26.9,23.5,,,7.4
19-1-1987,30,22.3,,,14.2
20-1-1987,30.7,24.6,,,0
21-1-1987,29,24.5,,,0.6
22-1-1987,28.5,23.5,,,1
23-1-1987,27,23,,,42.2
24-1-1987,27.3,23.6,,,74.8
25-1-1987,28.6,24,,,11
26-1-1987,29.4,22.6,,,19.1
27-1-1987,31.6,23.8,,,7.6
28-1-1987,28.4,23.9,,,1
29-1-1987,31,24.5,,,17.7
30-1-1987,29.7,24,,,0
31-1-1987,31,23.9,,,3.5
1-1-1988,30.8,22.9,,0.0,32
2-1-1988,33.6,23,,0.33,27.6
3-1-1988,33.6,23,,1.33,0
4-1-1988,30.6,21.2,,1.1,2.5
5-1-1988,31.5,22.8,,0.87,6
6-1-1988,32.6,21.6,,0.67,5
7-1-1988,30,22.6,,0.0,5.6
8-1-1988,31.4,24.3,,0.33,33.2
9-1-1988,30,21.4,,0.33,5.8
10-1-1988,,,,,4.4
11-1-1988,32.5,22,,0.0,9.9
12-1-1988,29.5,22.6,,1.1,13
13-1-1988,29.5,23.6,,1.63,2.7
14-1-1988,29.8,23.9,,0.77,6.2
15-1-1988,29.6,23.3,,0.77,14.2
16-1-1988,28.9,22.3,,0.0,2.6
17-1-1988,31,23.5,,1.1,24.7
18-1-1988,31.8,19,,0.33,2.6
19-1-1988,31.6,19.5,,1.0,0
20-1-1988,31.5,20.5,,1.33,6.9
21-1-1988,27.8,20.5,,0.67,0
22-1-1988,26,20,,0.67,13.8
23-1-1988,31,22.3,,1.83,18.2
24-1-1988,32.4,21.6,,1.5,0
25-1-1988,30,24.3,,1.1,1.2
26-1-1988,30.4,23.9,,1.1,0
27-1-1988,30.5,23.9,,0.0,0
